left,front,right,action
9.73,12.07,17.34,STOP
20.18,9.05,12.48,STOP
55.33,104.07,79.19,FORWARD
102.05,6.15,66.21,LEFT
23.31,9.19,17.24,STOP
75.49,13.87,60.27,RIGHT
9.53,13.76,7.19,STOP
50.59,40.59,105.38,RIGHT
92.62,97.51,20.38,FORWARD
33.32,28.13,68.02,RIGHT
38.6,43.89,92.57,RIGHT
50.72,28.94,80.63,RIGHT
13.87,7.92,12.14,STOP
21.23,7.75,14.81,STOP
24.85,15.57,6.59,STOP
7.67,17.58,9.17,STOP
61.62,118.57,43.38,FORWARD
23.22,19.47,23.63,STOP
55.33,35.4,119.53,RIGHT
10.71,7.61,16.03,STOP
76.31,28.75,95.76,RIGHT
49.44,17.5,74.35,LEFT
10.75,14.75,11.74,STOP
97.04,18.31,32.89,LEFT
5.37,17.54,22.97,STOP
62.0,34.64,67.97,LEFT
114.83,108.65,71.53,FORWARD
86.14,93.68,70.69,FORWARD
74.3,18.29,71.37,RIGHT
52.95,12.19,34.22,LEFT
69.14,100.16,29.56,FORWARD
12.53,12.44,20.46,STOP
56.99,37.91,52.53,RIGHT
113.39,25.87,23.41,LEFT
20.54,5.48,15.0,STOP
75.51,31.16,49.74,RIGHT
95.57,115.65,29.32,FORWARD
61.28,23.05,35.1,LEFT
23.68,17.08,10.93,STOP
58.63,12.01,109.9,RIGHT
40.31,44.4,59.69,LEFT
54.26,44.5,35.81,LEFT
115.82,101.81,105.11,FORWARD
107.74,27.59,42.83,LEFT
14.75,55.05,41.85,FORWARD
55.09,84.04,71.19,FORWARD
8.65,16.65,11.85,STOP
10.12,5.89,21.44,STOP
110.89,27.62,22.68,LEFT
7.96,14.94,9.01,STOP
20.68,66.95,11.55,FORWARD
50.67,36.85,74.74,RIGHT
8.62,15.57,8.93,STOP
79.4,8.62,29.35,LEFT
63.1,25.72,76.51,RIGHT
22.69,14.9,5.81,STOP
28.83,21.25,55.49,RIGHT
17.06,9.53,11.55,STOP
79.56,40.13,109.19,RIGHT
65.72,26.79,70.99,RIGHT
71.31,35.48,73.24,LEFT
105.39,109.03,92.42,FORWARD
65.07,38.18,115.89,RIGHT
57.37,10.4,99.8,RIGHT
12.38,9.1,15.37,STOP
18.04,6.11,23.61,STOP
54.17,43.62,78.29,LEFT
65.3,117.25,47.95,FORWARD
117.59,32.91,42.13,LEFT
79.01,44.47,103.36,RIGHT
56.36,35.57,43.58,LEFT
117.83,21.43,59.73,LEFT
84.01,111.05,44.38,FORWARD
25.92,79.96,70.29,FORWARD
64.21,23.1,77.84,RIGHT
97.72,13.56,75.22,LEFT
118.24,75.56,41.08,FORWARD
53.58,38.34,71.92,LEFT
68.81,29.22,70.19,LEFT
49.4,7.1,64.07,LEFT
44.22,93.58,17.7,FORWARD
47.98,41.25,52.79,RIGHT
47.25,14.25,60.16,RIGHT
45.92,31.49,91.89,RIGHT
66.75,21.17,65.22,RIGHT
38.41,110.55,49.03,FORWARD
114.12,70.19,16.66,FORWARD
31.15,33.51,65.55,RIGHT
98.54,43.35,75.87,LEFT
57.74,17.33,56.79,RIGHT
89.8,73.37,103.62,FORWARD
70.53,14.25,52.71,LEFT
98.89,26.96,68.54,LEFT
69.73,31.44,44.19,RIGHT
31.53,44.08,40.45,RIGHT
53.82,15.14,49.23,RIGHT
90.76,57.87,111.5,FORWARD
36.56,40.93,40.36,RIGHT
23.83,16.47,19.44,STOP
39.93,30.09,66.96,RIGHT
28.46,22.14,90.22,RIGHT
18.9,9.89,20.92,STOP
50.22,118.7,107.63,FORWARD
9.02,8.67,23.65,STOP
31.13,96.48,56.27,FORWARD
35.67,29.84,57.62,RIGHT
115.74,39.7,63.03,LEFT
72.66,28.72,28.6,LEFT
28.91,69.93,54.6,FORWARD
63.04,22.04,42.83,RIGHT
73.3,23.75,44.62,RIGHT
17.5,18.46,24.4,STOP
14.03,16.58,9.42,STOP
18.03,19.72,21.76,STOP
77.2,33.22,23.28,LEFT
114.57,43.04,35.25,LEFT
84.61,89.68,46.52,FORWARD
49.02,28.44,116.23,RIGHT
49.18,27.31,47.52,LEFT
63.84,19.83,37.77,LEFT
114.89,24.54,30.83,LEFT
92.49,77.02,50.89,FORWARD
45.56,13.35,70.31,LEFT
7.43,10.15,11.85,STOP
45.01,80.02,91.99,FORWARD
64.47,34.61,53.41,RIGHT
43.22,17.9,72.24,RIGHT
6.18,18.66,18.65,STOP
70.76,5.78,46.3,RIGHT
57.0,60.58,43.57,FORWARD
76.33,13.49,47.82,LEFT
20.27,12.46,15.69,STOP
64.09,22.15,35.47,LEFT
34.97,34.7,90.67,RIGHT
112.75,103.97,24.35,FORWARD
34.33,40.04,50.58,RIGHT
14.05,8.36,14.08,STOP
16.25,13.43,7.0,STOP
44.72,37.27,71.06,RIGHT
91.74,63.03,75.67,FORWARD
60.11,109.14,64.08,FORWARD
35.56,34.26,57.58,RIGHT
79.44,43.87,107.55,RIGHT
52.36,28.51,44.01,RIGHT
6.04,11.46,17.79,STOP
114.46,75.13,16.15,FORWARD
23.52,39.01,80.15,RIGHT
44.81,31.86,49.63,RIGHT
30.74,6.78,42.18,RIGHT
25.19,27.53,91.45,RIGHT
24.06,69.99,21.8,FORWARD
17.78,15.02,11.2,STOP
22.97,10.76,21.77,STOP
16.78,10.73,5.58,STOP
52.93,22.93,74.74,RIGHT
109.12,88.29,32.77,FORWARD
70.21,108.16,109.31,FORWARD
55.0,22.6,57.02,RIGHT
20.48,18.68,12.98,STOP
24.39,13.67,6.84,STOP
100.17,94.24,87.65,FORWARD
56.38,19.85,51.64,LEFT
79.76,33.07,79.44,LEFT
50.0,26.89,107.03,RIGHT
46.68,25.06,111.41,RIGHT
68.48,41.35,40.48,RIGHT
56.49,8.82,44.94,RIGHT
97.56,26.74,68.44,LEFT
19.93,7.75,12.77,STOP
44.83,17.93,50.69,LEFT
31.07,92.71,109.56,FORWARD
10.37,9.66,23.92,STOP
71.47,25.6,51.83,LEFT
73.45,39.71,91.79,RIGHT
76.38,119.71,35.68,FORWARD
18.09,14.03,6.82,STOP
9.48,92.09,41.3,FORWARD
102.72,23.5,58.73,LEFT
48.83,43.88,38.44,LEFT
23.44,10.35,16.58,STOP
14.13,7.94,10.83,STOP
74.38,44.3,106.52,RIGHT
22.02,37.82,58.84,RIGHT
39.78,5.77,61.67,RIGHT
63.84,41.03,32.03,LEFT
48.83,39.74,69.72,LEFT
7.13,8.14,11.09,STOP
53.3,21.83,29.07,LEFT
82.52,67.77,96.83,FORWARD
61.22,67.57,59.64,FORWARD
63.3,38.9,72.97,LEFT
43.95,43.62,85.04,RIGHT
17.39,14.87,11.84,STOP
45.78,65.06,82.49,FORWARD
57.88,24.19,63.74,LEFT
67.96,33.27,68.62,LEFT
113.45,108.35,25.6,FORWARD
11.97,18.33,16.98,STOP
85.32,18.92,39.03,LEFT
22.29,14.57,15.18,STOP
67.27,25.96,24.6,LEFT
39.18,29.58,65.89,RIGHT
45.94,57.44,76.35,FORWARD
66.46,7.07,43.02,LEFT
67.17,42.3,30.37,LEFT
38.05,76.16,8.84,FORWARD
31.5,102.6,51.73,FORWARD
77.65,13.63,94.86,RIGHT
88.22,23.92,60.23,LEFT
76.07,37.1,75.48,RIGHT
36.64,19.51,109.63,RIGHT
15.14,11.52,8.75,STOP
17.13,10.34,16.33,STOP
44.86,12.49,44.03,RIGHT
24.6,16.28,14.83,STOP
99.01,77.25,85.16,FORWARD
24.44,18.64,20.84,STOP
66.46,20.81,97.11,RIGHT
21.15,5.57,7.64,STOP
61.95,63.26,116.63,FORWARD
114.63,7.73,49.29,LEFT
24.96,19.84,8.37,STOP
61.41,26.82,41.24,LEFT
22.99,97.1,97.52,FORWARD
81.96,55.69,85.17,FORWARD
62.8,37.94,40.48,RIGHT
54.76,29.38,81.57,RIGHT
19.01,8.84,9.67,STOP
21.84,11.02,14.99,STOP
66.34,111.76,6.13,FORWARD
42.42,32.48,72.0,RIGHT
38.8,25.87,84.17,RIGHT
55.73,30.93,97.94,RIGHT
45.39,38.07,69.11,RIGHT
29.62,26.77,74.9,RIGHT
42.4,84.75,83.21,FORWARD
45.53,24.02,60.61,RIGHT
54.01,84.66,17.13,FORWARD
85.07,109.35,118.67,FORWARD
92.54,5.05,34.09,LEFT
76.83,28.42,67.36,LEFT
23.59,104.91,117.86,FORWARD
15.85,19.82,8.9,STOP
100.32,13.56,72.98,LEFT
27.29,26.95,47.31,RIGHT
23.33,8.06,22.51,STOP
93.35,18.7,52.27,LEFT
55.77,23.13,59.95,RIGHT
77.15,22.13,61.51,LEFT
20.21,13.0,18.43,STOP
69.05,44.47,46.66,LEFT
22.04,7.97,6.34,STOP
17.66,13.2,6.84,STOP
12.93,13.64,11.32,STOP
89.18,38.8,45.39,LEFT
78.17,28.47,65.71,LEFT
100.7,110.88,32.63,FORWARD
7.94,14.56,24.85,STOP
24.12,100.67,10.82,FORWARD
24.07,8.43,11.85,STOP
55.21,55.83,87.58,FORWARD
48.11,58.6,86.09,FORWARD
20.78,9.44,8.96,STOP
88.41,16.93,33.26,LEFT
77.09,5.8,112.25,RIGHT
48.11,35.34,61.46,RIGHT
104.11,92.57,80.69,FORWARD
33.45,44.95,78.04,RIGHT
21.95,16.72,18.84,STOP
5.57,14.78,18.2,STOP
104.9,16.88,45.15,LEFT
45.47,6.59,38.99,LEFT
24.36,17.95,12.66,STOP
46.18,30.95,107.44,RIGHT
18.23,14.94,19.99,STOP
112.55,19.03,48.13,LEFT
74.0,44.53,117.18,RIGHT
18.39,15.58,7.58,STOP
43.54,33.56,59.94,RIGHT
109.5,21.92,51.39,LEFT
62.02,36.19,60.81,RIGHT
30.21,16.63,103.79,RIGHT
56.37,8.6,79.95,LEFT
106.95,16.87,67.17,LEFT
21.83,13.7,16.85,STOP
16.31,5.57,9.2,STOP
12.0,10.76,17.23,STOP
74.69,26.68,74.13,LEFT
52.12,17.34,83.3,RIGHT
84.88,75.97,76.59,FORWARD
111.13,23.25,59.75,LEFT
63.59,10.92,115.49,RIGHT
13.36,14.06,5.81,STOP
17.09,9.43,9.83,STOP
110.73,105.56,58.0,FORWARD
10.53,11.66,7.53,STOP
82.97,105.35,15.86,FORWARD
62.03,13.7,51.61,RIGHT
82.38,16.82,42.46,LEFT
18.48,13.24,23.4,STOP
17.31,11.96,18.91,STOP
82.13,31.15,74.54,LEFT
61.83,21.76,50.98,LEFT
75.31,25.82,40.78,RIGHT
27.52,83.07,100.72,FORWARD
6.99,19.74,11.33,STOP
84.27,7.66,26.74,LEFT
11.46,13.1,15.81,STOP
52.49,36.12,96.07,RIGHT
15.07,14.83,16.36,STOP
104.31,88.4,81.17,FORWARD
61.94,23.74,47.17,RIGHT
84.17,60.86,104.29,FORWARD
33.24,37.46,112.43,RIGHT
82.25,72.46,44.4,FORWARD
22.55,12.39,5.51,STOP
67.02,41.48,78.57,LEFT
10.69,7.03,16.34,STOP
68.56,77.13,57.85,FORWARD
89.1,15.93,20.98,LEFT
70.2,10.82,101.68,RIGHT
113.3,117.92,115.49,FORWARD
30.83,111.49,36.51,FORWARD
62.06,40.5,81.14,RIGHT
46.43,117.29,105.87,FORWARD
42.69,24.67,48.17,RIGHT
43.2,36.15,90.98,RIGHT
48.68,68.84,35.05,FORWARD
23.78,36.21,56.65,RIGHT
65.15,77.4,62.67,FORWARD
87.13,11.56,49.63,LEFT
60.3,7.48,57.02,LEFT
11.75,10.08,14.05,STOP
70.79,71.84,6.21,FORWARD
22.28,12.88,12.69,STOP
90.2,61.9,33.14,FORWARD
9.67,16.95,22.6,STOP
47.29,40.21,53.71,LEFT
60.9,39.08,106.72,RIGHT
16.32,11.46,12.26,STOP
57.02,35.65,67.35,RIGHT
77.9,5.99,36.82,LEFT
78.02,32.07,48.78,LEFT
10.14,12.4,23.45,STOP
11.4,9.31,7.52,STOP
24.0,7.74,9.36,STOP
29.64,10.58,105.22,RIGHT
108.24,19.03,74.7,LEFT
72.13,6.69,78.2,RIGHT
12.74,17.47,21.88,STOP
91.2,25.17,28.45,LEFT
13.37,15.23,23.64,STOP
25.87,57.46,110.23,FORWARD
23.78,44.74,88.73,RIGHT
113.56,22.11,48.3,LEFT
6.27,10.48,16.56,STOP
16.64,19.31,23.38,STOP
36.77,30.36,98.84,RIGHT
40.0,29.56,50.65,LEFT
17.97,9.42,18.77,STOP
90.35,39.21,40.29,LEFT
64.21,9.73,85.58,RIGHT
110.76,41.09,36.44,LEFT
13.16,10.33,5.85,STOP
10.95,6.62,8.09,STOP
109.45,92.69,77.48,FORWARD
76.05,41.86,67.34,LEFT
77.98,19.4,109.11,RIGHT
93.05,21.99,60.77,LEFT
81.06,29.66,55.57,LEFT
115.29,27.6,67.43,LEFT
12.94,16.49,14.66,STOP
8.24,16.16,18.5,STOP
76.99,8.39,24.25,LEFT
70.97,29.63,40.08,LEFT
10.59,14.15,5.62,STOP
38.5,35.08,79.84,RIGHT
34.28,98.0,37.39,FORWARD
51.85,19.47,23.2,LEFT
23.09,65.75,62.87,FORWARD
6.41,14.99,5.37,STOP
58.15,27.35,79.64,LEFT
111.63,98.38,20.79,FORWARD
68.19,40.25,24.71,LEFT
70.36,38.88,93.15,RIGHT
52.09,37.63,118.86,RIGHT
97.97,70.32,36.78,FORWARD
81.94,80.85,80.71,FORWARD
91.32,20.53,46.3,LEFT
67.1,29.45,25.8,LEFT
52.86,85.12,31.76,FORWARD
75.37,31.14,24.58,LEFT
79.53,26.99,52.82,LEFT
36.64,43.12,80.2,RIGHT
45.36,72.44,104.41,FORWARD
11.83,19.41,8.17,STOP
48.3,7.91,50.69,LEFT
73.91,19.15,62.84,LEFT
31.57,34.84,105.03,RIGHT
11.9,17.22,11.74,STOP
94.55,13.1,46.48,LEFT
100.34,13.24,34.04,LEFT
5.44,114.22,82.14,FORWARD
92.31,12.44,35.21,LEFT
28.11,112.83,43.14,FORWARD
49.31,42.21,98.29,RIGHT
64.77,89.88,10.24,FORWARD
112.92,35.11,61.84,LEFT
9.25,5.16,15.25,STOP
17.73,81.48,118.04,FORWARD
81.54,29.43,61.83,LEFT
12.29,84.86,113.92,FORWARD
8.69,11.53,17.55,STOP
21.11,31.99,96.26,RIGHT
105.44,104.43,74.59,FORWARD
7.22,93.06,92.28,FORWARD
10.99,5.34,19.84,STOP
62.89,115.88,111.62,FORWARD
24.61,13.84,20.01,STOP
14.01,7.81,10.33,STOP
14.97,6.7,14.13,STOP
10.91,16.79,23.66,STOP
56.41,38.85,67.31,RIGHT
30.21,100.69,60.35,FORWARD
17.22,6.84,11.59,STOP
71.51,119.36,79.2,FORWARD
79.46,73.54,64.96,FORWARD
107.8,119.95,54.45,FORWARD
19.9,5.2,23.88,STOP
51.9,6.56,35.9,LEFT
76.03,18.05,76.74,RIGHT
10.19,8.2,5.02,STOP
39.79,9.97,60.41,RIGHT
57.98,11.55,69.98,LEFT
115.96,17.39,46.76,LEFT
91.77,110.7,71.32,FORWARD
21.03,75.84,112.93,FORWARD
88.58,19.75,21.76,LEFT
31.29,117.88,21.9,FORWARD
8.81,17.76,15.32,STOP
41.07,26.69,40.45,RIGHT
7.78,6.86,7.51,STOP
45.92,5.55,117.24,RIGHT
67.58,31.96,52.88,LEFT
74.72,74.91,67.59,FORWARD
106.42,111.38,44.48,FORWARD
60.43,59.84,16.12,FORWARD
103.89,16.64,52.68,LEFT
34.88,103.21,9.48,FORWARD
109.12,65.68,35.99,FORWARD
18.55,5.43,16.34,STOP
8.01,15.19,15.52,STOP
25.27,28.44,95.23,RIGHT
104.86,36.07,58.2,LEFT
119.47,27.85,65.66,LEFT
38.73,102.03,109.3,FORWARD
7.99,6.08,7.48,STOP
46.03,92.23,76.72,FORWARD
81.47,78.71,36.69,FORWARD
12.54,6.4,22.47,STOP
74.7,35.73,58.92,LEFT
69.96,24.42,50.25,LEFT
22.19,14.27,24.47,STOP
60.14,9.91,68.31,RIGHT
24.5,9.51,12.56,STOP
49.84,23.51,66.5,RIGHT
56.07,39.0,118.07,RIGHT
27.19,12.41,68.7,RIGHT
6.04,92.51,111.81,FORWARD
54.9,33.34,71.34,LEFT
107.09,104.85,76.83,FORWARD
24.99,18.42,24.28,STOP
7.88,9.67,6.4,STOP
73.34,32.26,45.28,RIGHT
10.37,6.18,6.53,STOP
83.05,14.88,78.42,LEFT
40.67,39.38,62.5,LEFT
73.36,17.4,41.0,LEFT
19.99,19.66,21.75,STOP
52.24,16.17,43.87,RIGHT
17.88,96.2,24.95,FORWARD
7.83,15.01,24.54,STOP
34.13,25.37,85.56,RIGHT
17.86,16.7,10.68,STOP
58.67,18.06,69.52,RIGHT
17.96,8.7,5.84,STOP
12.3,19.01,15.22,STOP
74.92,34.02,114.64,RIGHT
109.22,61.22,103.27,FORWARD
46.72,43.49,72.74,RIGHT
22.41,32.72,92.62,RIGHT
48.02,35.85,67.04,LEFT
11.22,5.72,16.05,STOP
68.33,18.93,63.06,RIGHT
50.08,39.76,41.42,RIGHT
75.24,118.01,37.41,FORWARD
33.07,39.21,116.67,RIGHT
44.18,38.9,48.11,LEFT
58.21,66.12,109.0,FORWARD
48.07,97.14,82.36,FORWARD
71.16,24.57,54.35,LEFT
59.84,115.01,93.29,FORWARD
109.8,43.44,76.25,LEFT
24.31,19.24,9.44,STOP
48.94,40.37,68.8,LEFT
74.03,42.43,63.28,LEFT
63.83,12.17,34.63,LEFT
47.34,12.04,77.2,RIGHT
77.06,40.83,86.72,RIGHT
53.36,21.24,63.19,LEFT
97.8,34.17,54.43,LEFT
54.81,7.34,89.7,RIGHT
57.43,5.58,79.76,RIGHT
102.91,34.75,78.22,LEFT
74.58,8.22,27.95,LEFT
57.67,10.96,118.27,RIGHT
83.64,7.08,78.83,LEFT
56.56,18.21,24.17,LEFT
15.55,14.23,15.58,STOP
11.32,18.94,15.32,STOP
27.38,110.81,76.33,FORWARD
56.62,10.92,53.1,LEFT
10.27,7.05,9.1,STOP
12.92,8.11,8.28,STOP
80.09,40.93,67.73,LEFT
40.8,60.5,35.91,FORWARD
79.34,30.56,97.37,RIGHT
112.98,6.6,62.16,LEFT
42.42,64.97,24.01,FORWARD
75.37,34.42,45.69,LEFT
61.19,29.3,102.95,RIGHT
61.05,58.15,51.02,FORWARD
22.85,80.53,52.51,FORWARD
38.28,27.99,58.02,RIGHT
17.33,11.65,17.76,STOP
65.35,90.55,51.52,FORWARD
96.54,21.47,28.63,LEFT
9.55,14.36,19.3,STOP
7.25,15.13,17.43,STOP
42.44,15.43,70.97,RIGHT
55.5,93.75,42.12,FORWARD
19.4,12.75,7.29,STOP
102.11,16.67,63.4,LEFT
19.97,5.41,20.52,STOP
19.91,10.48,17.47,STOP
26.51,18.68,65.12,RIGHT
82.76,83.35,28.41,FORWARD
105.29,73.56,80.75,FORWARD
6.29,16.0,5.72,STOP
15.54,19.39,17.8,STOP
36.59,111.35,37.05,FORWARD
94.76,62.37,106.17,FORWARD
34.51,20.68,67.53,RIGHT
22.81,11.15,12.33,STOP
14.22,66.69,15.5,FORWARD
56.76,6.15,58.21,RIGHT
22.9,10.41,11.61,STOP
116.19,69.02,53.18,FORWARD
72.79,23.05,56.35,RIGHT
71.42,40.89,60.96,LEFT
6.63,5.12,5.78,STOP
19.0,16.3,18.41,STOP
89.13,13.79,56.84,LEFT
81.89,75.11,32.25,FORWARD
60.94,41.28,59.58,RIGHT
31.09,29.72,57.61,RIGHT
20.48,13.12,6.91,STOP
111.56,72.59,61.28,FORWARD
22.5,15.43,5.14,STOP
113.92,92.14,112.7,FORWARD
5.04,15.93,7.17,STOP
42.84,32.32,63.75,RIGHT
28.02,12.83,54.07,RIGHT
24.26,6.26,104.51,RIGHT
40.85,65.38,89.52,FORWARD
56.36,7.43,53.08,LEFT
61.87,13.3,92.89,RIGHT
18.41,7.66,5.75,STOP
82.8,81.31,21.1,FORWARD
81.11,103.39,105.68,FORWARD
119.5,12.54,44.52,LEFT
50.42,39.53,57.86,RIGHT
15.79,114.89,49.4,FORWARD
12.31,17.65,6.86,STOP
117.58,99.04,79.77,FORWARD
39.91,44.08,68.38,RIGHT
41.37,70.15,53.45,FORWARD
94.3,8.59,58.49,LEFT
80.21,6.83,22.73,LEFT
29.46,29.14,72.76,RIGHT
26.19,18.19,93.4,RIGHT
12.69,13.14,6.13,STOP
55.28,8.04,44.6,RIGHT
26.3,110.55,114.88,FORWARD
65.66,10.33,59.32,RIGHT
11.06,19.02,23.39,STOP
17.98,19.94,16.66,STOP
56.49,26.34,37.34,LEFT
69.05,7.15,74.67,LEFT
95.93,80.66,38.29,FORWARD
85.92,26.1,74.25,LEFT
99.21,36.59,29.93,LEFT
110.15,28.86,42.87,LEFT
31.05,109.37,23.45,FORWARD
26.26,34.78,46.07,RIGHT
72.95,64.24,52.11,FORWARD
46.81,33.99,87.4,RIGHT
33.03,9.53,65.8,RIGHT
53.68,38.89,103.35,RIGHT
44.31,31.94,36.43,LEFT
94.68,96.7,22.41,FORWARD
36.14,11.6,115.91,RIGHT
14.52,89.54,71.0,FORWARD
75.56,97.85,100.24,FORWARD
40.89,17.57,37.86,LEFT
46.15,19.7,98.75,RIGHT
16.97,85.26,30.35,FORWARD
14.2,9.44,18.07,STOP
39.43,65.19,79.34,FORWARD
111.09,89.24,70.32,FORWARD
11.62,12.79,17.08,STOP
33.11,20.85,81.62,RIGHT
40.43,17.2,47.59,LEFT
16.97,113.16,40.9,FORWARD
90.15,63.86,21.73,FORWARD
28.81,57.22,46.26,FORWARD
79.37,15.47,57.82,RIGHT
67.26,44.13,109.65,RIGHT
101.8,24.04,78.0,LEFT
73.46,40.16,63.71,LEFT
113.36,19.21,24.41,LEFT
94.32,22.08,71.6,LEFT
71.12,19.22,101.62,RIGHT
80.59,34.82,74.89,LEFT
99.97,102.44,64.16,FORWARD
44.39,9.56,65.01,LEFT
16.39,12.83,12.75,STOP
60.12,32.79,42.35,LEFT
10.49,17.77,17.44,STOP
59.03,5.15,114.71,RIGHT
72.62,8.34,68.33,RIGHT
13.72,85.6,57.21,FORWARD
67.87,100.86,79.24,FORWARD
101.09,42.07,42.78,LEFT
35.56,34.68,113.86,RIGHT
24.37,19.3,19.58,STOP
17.51,17.61,6.91,STOP
104.09,110.35,47.4,FORWARD
70.72,18.91,116.65,RIGHT
48.69,28.91,62.41,RIGHT
76.85,85.57,11.34,FORWARD
80.72,69.24,51.23,FORWARD
64.63,43.73,100.43,RIGHT
10.66,7.88,10.11,STOP
22.83,5.3,18.99,STOP
47.28,29.04,64.81,LEFT
17.09,6.09,24.41,STOP
116.24,10.97,64.04,LEFT
13.51,10.17,22.02,STOP
89.85,90.19,23.79,FORWARD
24.08,8.3,10.71,STOP
76.81,17.64,114.49,RIGHT
43.58,19.86,37.88,LEFT
24.71,19.25,107.66,RIGHT
103.15,27.51,63.59,LEFT
5.78,6.43,11.51,STOP
24.94,29.38,78.85,RIGHT
47.3,64.34,71.68,FORWARD
6.2,14.36,17.64,STOP
20.14,13.28,6.2,STOP
11.32,17.33,23.8,STOP
19.6,15.12,17.3,STOP
63.49,113.88,54.91,FORWARD
13.65,8.92,7.55,STOP
14.93,5.3,16.88,STOP
13.68,14.17,11.41,STOP
100.63,43.77,52.1,LEFT
49.81,44.09,57.18,LEFT
87.92,7.24,26.05,LEFT
114.61,40.93,39.15,LEFT
24.24,13.85,20.36,STOP
60.44,35.4,70.87,RIGHT
110.11,15.11,58.65,LEFT
9.32,16.3,20.52,STOP
50.24,9.81,47.54,RIGHT
69.04,13.81,97.65,RIGHT
59.43,19.77,87.51,RIGHT
9.3,80.31,105.9,FORWARD
66.97,33.61,77.72,RIGHT
5.0,19.36,21.0,STOP
20.3,14.71,22.54,STOP
77.54,31.4,63.98,LEFT
12.21,112.04,57.82,FORWARD
51.06,32.93,75.33,LEFT
35.86,12.51,97.74,RIGHT
45.7,24.6,105.23,RIGHT
75.31,12.28,115.68,RIGHT
60.23,16.71,67.92,LEFT
82.46,13.16,69.24,LEFT
41.77,7.61,68.97,LEFT
95.04,14.94,66.75,LEFT
32.54,64.92,47.35,FORWARD
7.2,117.13,97.92,FORWARD
58.71,7.91,85.52,RIGHT
9.57,15.02,22.12,STOP
20.41,16.42,5.86,STOP
35.54,28.29,79.28,RIGHT
57.88,84.07,91.49,FORWARD
90.12,27.39,75.25,LEFT
61.59,79.08,90.29,FORWARD
13.16,10.99,23.58,STOP
87.58,119.71,59.24,FORWARD
72.97,29.61,87.42,RIGHT
10.71,14.01,14.72,STOP
66.79,6.35,66.95,RIGHT
108.83,106.8,85.63,FORWARD
86.43,26.7,34.32,LEFT
17.08,13.63,12.8,STOP
48.52,10.48,69.55,LEFT
17.32,15.0,17.9,STOP
17.87,10.66,8.0,STOP
105.15,21.83,24.49,LEFT
62.53,9.89,115.45,RIGHT
48.23,61.69,86.23,FORWARD
48.65,17.23,36.11,LEFT
29.08,81.41,30.36,FORWARD
65.1,19.28,72.43,RIGHT
61.47,25.67,47.45,RIGHT
119.64,21.7,27.66,LEFT
6.19,6.35,13.51,STOP
56.52,32.09,65.39,LEFT
66.45,19.99,58.02,LEFT
61.92,35.22,104.2,RIGHT
73.89,26.58,28.19,LEFT
90.19,87.56,12.94,FORWARD
25.28,114.7,49.23,FORWARD
71.76,28.22,111.6,RIGHT
39.84,92.11,72.37,FORWARD
15.15,8.84,5.59,STOP
64.54,87.76,73.45,FORWARD
23.95,8.72,9.68,STOP
11.79,5.83,13.94,STOP
90.43,38.5,53.56,LEFT
48.09,30.3,62.97,RIGHT
11.84,13.87,24.67,STOP
17.58,15.86,18.21,STOP
24.56,9.8,21.92,STOP
22.67,17.79,6.35,STOP
105.4,41.78,24.9,LEFT
7.3,6.58,23.76,STOP
13.82,18.79,16.17,STOP
54.55,65.56,39.11,FORWARD
16.18,69.01,108.0,FORWARD
6.29,7.36,19.25,STOP
105.97,91.49,106.12,FORWARD
64.01,17.08,47.8,RIGHT
62.26,44.5,45.14,RIGHT
75.64,12.23,92.83,RIGHT
76.31,109.4,26.23,FORWARD
52.33,12.71,60.91,LEFT
67.57,21.42,88.81,RIGHT
11.24,5.66,11.39,STOP
37.71,41.86,83.25,RIGHT
7.16,9.62,18.91,STOP
47.3,19.42,68.27,LEFT
108.44,35.58,56.68,LEFT
6.88,5.67,9.79,STOP
16.73,16.15,16.16,STOP
44.06,36.28,50.0,RIGHT
18.21,91.52,44.68,FORWARD
17.24,19.64,24.93,STOP
29.18,20.65,118.19,RIGHT
72.24,32.26,96.72,RIGHT
8.34,18.54,13.34,STOP
97.43,6.4,47.8,LEFT
36.52,24.13,61.1,RIGHT
18.4,17.54,12.73,STOP
65.7,20.38,89.52,RIGHT
40.2,34.43,104.21,RIGHT
56.71,10.02,55.94,LEFT
61.07,57.58,54.49,FORWARD
29.62,18.8,92.8,RIGHT
22.91,8.12,9.07,STOP
77.36,31.92,48.8,LEFT
7.59,12.41,22.18,STOP
53.74,25.88,73.03,LEFT
76.5,26.92,45.52,RIGHT
13.52,19.15,18.79,STOP
16.59,10.85,13.15,STOP
22.61,38.43,57.55,RIGHT
62.85,19.49,67.17,LEFT
42.05,24.62,55.24,LEFT
34.87,5.26,63.85,RIGHT
104.31,17.43,40.96,LEFT
66.47,26.12,34.25,LEFT
59.42,111.47,93.15,FORWARD
38.36,62.02,60.81,FORWARD
61.75,19.21,58.44,RIGHT
110.51,117.26,109.67,FORWARD
21.19,18.22,23.71,STOP
20.19,17.23,119.56,RIGHT
72.99,41.78,110.2,RIGHT
17.64,9.74,16.14,STOP
16.03,15.34,24.51,STOP
70.77,93.89,60.5,FORWARD
31.11,32.73,57.17,RIGHT
23.48,9.75,17.7,STOP
13.61,17.33,8.3,STOP
43.55,101.14,59.9,FORWARD
6.35,8.58,7.14,STOP
23.49,8.99,15.52,STOP
78.26,20.93,117.85,RIGHT
